id,archivo_nuevo,archivo_original,n_copias,anio,autor_principal,pais,titulo,tipo,tipo_desc,tecnologia,dominio,poblacion,relacion,relacion_desc,keywords,doi,abstract
176,2026_IJLTER_ijlter-vol25-no1.pdf,Vol25No1January2026.pdf,1,2026,IJLTER,Mauricio,"International Journal of Learning, Teaching and Educational Research (IJLTER) Vol. 25, No. 1 - numero completo",PROC,Actas/Proceedings,—,educacion (numero completo de revista),general,D,D - Marginal,,,". This review examines the role of artificial intelligence (AI) agents in programming education, focusing on how these tools are being integrated into educational practice and their impact on student learning outcomes. An analysis of 58 peer-reviewed studies published between 2022 and 2025 identified three primary categories of AI agents: chatbots, generative AI (GenAI), and intelligent tutoring systems (ITS), with GenAI being the most frequently studied. The studies report that the primary instructional objectives include providing enhanced programming support 94.83% of studies, delivering motivational and emotional benefits 18.96%, and increasing efficiency for educators 6.90%. Reported benefits include personalized feedback, improved learning outcomes, and time savings. The review also highlights challenges, such as implementation barriers documented in 93.10% of studies, overreliance resulting in superficial learning in 65.52%, and concerns regarding AI errors and academic integrity. These findings suggest the need for instructional frameworks that prioritize the development of prompt engineering skills and human oversight to address these issues. This review provides educators and curriculum designers with an evidencebased foundation for the practical and ethical integration of AI in programming education. "
177,2025_Ma_critical-reflections-AI-music-education.pdf,Whose-Intelligence-Whose-Music-Critical-Reflections-on-AI-in-Music-Education_2025_Unisa-Press.pdf,1,2025,Ma,Corea del Sur,Whose Intelligence Whose Music Critical Reflections on AI in Music Education,CONC,Conceptual/Ensayo,inteligencia artificial (mirada critica),educacion musical (perspectiva decolonial),general,B,B - Relevante,artificial intelligence; music education; critical pedagogy; decolonial education; educational equity; digital literacy; cultural politics,10.25159/1947-9417/20479,"This commentary critically examines the integration of artificial intelligence (AI) into music education through two guiding questions: Whose intelligence is encoded within these systems? Whose music is legitimised and reproduced through them? While often promoted as neutral and innovative, AI systems are shaped by cultural biases, economic logics, and epistemological assumptions that privilege Western classical and commercial repertoires. In doing so, they risk narrowing definitions of intelligence, standardising musical practices, and reproducing existing inequalities. Drawing on critical pedagogy and decolonial perspectives, the commentary argues that AI in music education should be approached not as a technical solution but as a contested site of knowledge production. It highlights the dangers of epistemic erasure, technocratic pedagogy, and data colonialism, while outlining pathways for transformation: decolonising datasets, cultivating critical digital literacy, reclaiming pedagogy from the logic of efficiency, and fostering alliances across disciplines and communities. By reframing AI as an object of critique and dialogue, this commentary seeks to open possibilities for more inclusive, equitable, and transformative practices in music education. "
178,2025_AbdMajid_technological-empowerment-education.pdf,abd-majid-et-al-2025-technological-empowerment-in-education-a-systematic-review.pdf,1,2025,AbdMajid,Malasia,"Mohamad Zuber Abd Majid1 , Muhammad Helmi Norman1 , Mohammad Hafiz Zaini1 , Hutkemri Zulnaidi2 , and Mohd Khalid Mohamad Nasir1",RS,Revision sistematica,tecnologia educativa,educacion (economia),general,D,D - Marginal,"digital education, digital learning, technology, innovation in education, systematic review, Nvivo, map chart software’s, ROSAS",10.1177/21582440251325077,"This systematic review to identify the distribution of articles from two databases using the science mapping method, and to investigate the preparedness of educators for the development of digital education in economics. The descriptive analysis is used to identify the research trends globally on the development of digital education in the scope of economics worldwide and ROSES (Reporting Standards for Systematic Evidence Syntheses) was carried out as a review protocol to conduct Systematic Literature Review (SLR). The frequency of the distribution of the articles based on two databases (Web of Sciences and Scopus). The review synthesizes research from a variety of disciplines, including education, psychology, and computer science, to identify key themes and trends in the literature. The thematic analysis was undertaken on 14 selected articles resulted in three main themes: (1) Adaptation of digital learning, (2) Practices of technological learning; (3) Effectiveness of digital learning. The development of digital education in economics has been driven by advances in technology and the need to prepare students for an increasingly digital and globalized economy. The review concludes with recommendations for future research and practice, emphasizing the importance of a holistic and collaborative approach to technological empowerment in education. "
179,2024_Vargas_AI-situated-learning.pdf,article_224849.pdf,1,2024,Vargas,Colombia,Reshaping education in the era of artificial intelligence: insights from Situated Learning related literature,RS,Revision sistematica,inteligencia artificial,aprendizaje situado,general,C,C - Metodo/Contexto,"Situated learning, education 4.0, artificial intelligence, communities of practice, 21st century education.",,"This review explores how artificial intelligence (AI henceforth) can reshape education through insights from situated learning literature. The objective was to critically examine opportunities and challenges of situated learning, and how AI could augment strengths while overcoming obstacles. A systematic review using the PRISMA method analyzed 60 articles from peer-reviewed journals over three decades. Key concepts associated with situated learning were extracted and analyzed qualitatively and quantitatively. Findings identified major obstacles: the traditional school system's one-way passive learning; the predominant educational approach fixated on predefined outcomes; and teachers' lack of contextual knowledge. AI presents solutions including adaptive systems tailored to students' evolving needs; intelligent tutoring situated in authentic scenarios; automation of administrative tasks; and data-driven teacher support. When implemented thoughtfully, AI has the potential to enhance situated learning through increased personalization, interactivity, and realworld connections. This promises a better effective, adaptive education - but human guidance remains essential for ethical grounding. This review offers teachers, researchers, and policymakers valuable insights on integrating both AI and situated learning to keep education relevant in an interconnected world. "
180,2026_Liu_SLR-AI-piano-education.pdf,ce8d8804-fe7d-4297-8cf1-4f2d7cc3a1ae.pdf,1,2026,Liu,China,"A Systematic Review of Artificial Intelligence in Piano Education: Efficacy,Ethics, and the Transformation of the Teacher's Role (2020–2025)",RS,Revision sistematica,inteligencia artificial,piano,meta-analisis N=2812,B,B - Relevante,"Artificial intelligence, Piano education, Learning efficacy, Ethics, Teacher role transformation Posted Date: March 8th, 2026 ",10.21203/rs.3.rs-8998934/v1,"Technology has begun reshaping piano pedagogy, moving instructional practices away from traditional apprenticeship models toward data-informed learning environments. This systematic review and metaanalysis, conducted according to PRISMA guidelines, examined empirical research on artificial intelligence (AI) in piano education published between 2020 and 2025. Searches of Web of Science, Scopus, and ProQuest identified 391 initial records, of which 62 studies (N = 2,812 participants) satisfied inclusion criteria. Random-effects meta-analysis showed a moderate pooled effect size (d = 0.442, 95% CI [0.398, 0.486], p < .0001) for AI-supported interventions. Subgroup analyses revealed similar effects across technical skills (d = 0.462), musical expression (d = 0.432), and learning motivation (d = 0.434), with considerable heterogeneity (I² = 61.1%) pointing to context-dependent effectiveness. Publication bias assessment indicated no marked asymmetry (Egger’s test: p = .191). Results show that AI tools correlate with favorable outcomes in psychomotor skill acquisition and, importantly, musical expressiveness—countering assumptions that AI benefits apply only to quantifiable outcomes. Evidence on long-term learning trajectories and higher-order artistic judgment remains sparse. Ethical issues include algorithmic bias, data privacy, and potential homogenization of creative expression. The analysis points to a reconfiguration rather than replacement of the teacher’s role, with educator"
181,2024_Deroncele-Acosta_ten-pillars-AI-science-education.pdf,deroncele-acosta-et-al-2024-ten-essential-pillars-in-artificial-intelligence-for-university-science-education-a-scoping.pdf,1,2024,Deroncele-Acosta,Peru,"Angel Deroncele-Acosta1 , Omar Bellido-Valdiviezo1, Mar´ıa de los A´ ngeles Sa´nchez-Trujillo1, Madeleine Lourdes Palacios-Nu´ n˜ ez1,",SCOP,Scoping review,inteligencia artificial,educacion cientifica universitaria,universitario,C,C - Metodo/Contexto,"artificial intelligence, higher education, machine learning, science education, teaching science",10.1177/21582440241272016,"Although Artificial Intelligence (AI) is notable in education, the studies on its specific application in university science education are still incipient. At the same time, the research demonstrates a critical need to systematize AI pillars to provide a coherent and clear structure to guide the development, implementation, and understanding of this technology in various fields, but very little progress has been made in the field of university science education. Therefore, the present study was aimed at exploring the essential pillars of AI for university science education. This scoping review followed the Arksey and O’Malley methodology, which unfolds five stages; based on established criteria 89 texts were finally selected and included in the study. Ten pillars were found: (1) AI Ethics, (2) AI Didactic Integration (AI-DI), (3) Machine Learning (ML), (4) Deep Learning (DL), (5) Active Learning (AL), (6) Intelligent Prediction (AI-IP), (7) Natural Language Processing (NLP), (8) Augmented reality and Virtual reality (AR/VR), (9) Artificial Neural Network (ANN), and (10) Intelligent Tutoring System (ITS). The study provides a comprehensive synthesis of current trends and advances in this field, highlighting good practices that provide empirical evidence, highlighting ethical, pedagogical, and technical challenges associated with the application of AI in science education, which can contribute to the formation of an aware and ethical educational community in the use of AI. "
182,2026_Dong_music-education-faculty-structure-bibliometric.pdf,dong-et-al-2026-mapping-research-on-music-education-faculty-structure-in-higher-education-(1980-2025)-a-bibliometric.pdf,1,2026,Dong,Tailandia,Mapping Research on Music Education Faculty Structure in Higher Education (1980–2025): A Bibliometric Analysis,BIB,Analisis bibliometrico,VOSviewer / Biblioshiny / PRISMA,estructura del profesorado de educacion musical,docentes,C,C - Metodo/Contexto,,10.1177/21582440261425921,"This study aims to map global research trends on the structure and organization of music education faculty in higher education from 1980 to 2025. Using a quantitative bibliometric approach, data were extracted from the Scopus database and analyzed through PRISMA screening, VOSviewer network visualization, and Biblioshiny statistical mapping. A total of 1,046 publications were identified and examined to reveal patterns in publication growth, authorship, geographic distribution, thematic clusters, and collaboration networks. Results indicate a steady increase in research productivity since 2015, with a significant surge during 2020 to 2025 reflecting digital transformation and post-pandemic restructuring in higher education. The analysis identifies five core thematic clusters shaping research on music education faculty structure: Faculty Development and Learning Communities; Academic Leadership and Governance; Digital Pedagogy and Hybrid Learning; Equity, Diversity, and Faculty Well-being; and Interdisciplinary and Global Collaboration. These findings reveal a paradigm shift from traditional pedagogy toward data-driven, inclusive, and technology-enhanced faculty management models. The study concludes that research by music education faculty has evolved into a globally connected, interdisciplinary field that aligns artistic practice with institutional innovation. It recommends fostering international partnerships, digital competencies, and sustainable faculty development policie"
183,2024_Hamash_XR-education-visually-impaired.pdf,education-14-00365-v2.pdf,1,2024,Hamash,Irlanda,Breaking through Barriers: A Systematic Review of Extended Reality in Education for the Visually Impaired,RS,Revision sistematica,realidad extendida,educacion (discapacidad visual),general,C,C - Metodo/Contexto,extended reality (XR); virtual reality (VR); augmented reality (AR); education; blind; visually impaired (VI); special education; inclusion; PRISMA,10.3390/educsci14040365,": Education for those who are visually impaired usually relies on modified materials and unique teaching methods. Nonetheless, the advent of Extended Reality marks a considerable change by providing immersive and interactive experiences that can surpass the challenges encountered in conventional learning due to visual impairments. This study aims to systematically review and analyse the existing literature on the use of extended realities in the education of individuals with visual impairment. This systematic review followed the Preferred Reporting Items for Systematic Reviews (PRISMA) statement as a formal systematic review guideline for data collection to ensure the quality and replicability of the revision process. Data were obtained from research studies over the period 2013–2023. The analysis included a total of 71 papers from Science Direct, ERIC, JSTOR, Taylor & Francis Online, and Scopus databases. The results show that Europe had the most publications on these topics during the past decade and that most papers were focused on higher education. Additionally, virtual reality was the most investigated topic. The findings indicate that extended reality has the potential to promote inclusion for the visually impaired in educational settings and provide them with enhanced educational experiences in many educational disciplines. Citation: Hamash, M.; Ghreir, H.; Tiernan, P. Breaking through Barriers: A Systematic Review of Extended Reality in Education for the Visually Impa"
184,2025_ValenzuelaRios_management-consulting-bibliometric.pdf,eisfl-12-2025-0073en.pdf,1,2025,ValenzuelaRios,Peru,From intuition to knowledge: the scientific consolidation of,BIB,Analisis bibliometrico,Biblioshiny,consultoria de gestion,general,D,D - Marginal,,10.1108/EISFL-12-2025-0073,"Purpose – The purpose of this paper is to examine the evolution of management consulting from an experiencebased professional practice to an increasingly consolidated scientific field. By systematically reviewing the academic literature, the study aims to identify the main conceptual foundations, influential authors, thematic trends, and emerging research streams that have shaped the development of management consulting over time. In doing so, the paper seeks to contribute to a clearer understanding of the discipline’s intellectual structure and its ongoing process of academic institutionalization. Design/methodology/approach – The study adopts a systematic literature review combined with bibliometric analysis. Following the PRISMA guidelines, relevant publications were identified, screened, and selected from the Scopus database. A final sample of 136 articles published between 1980 and 2025 was analyzed using Biblioshiny within the R environment. Descriptive and relational bibliometric techniques were applied to examine publication trends, authorship patterns, sources, geographical distribution, and thematic networks, allowing for a comprehensive mapping of the field’s intellectual landscape. Findings – This study adopts a systematic literature review combined with bibliometric analysis. Following the PRISMA guidelines, relevant publications were identified, screened, and selected from the Scopus database. A final sample of 136 articles published between 1980 and 2025 was an"
185,2025_Omer_vosviewer-evaluation-review.pdf,evaluating-the-use-of-vosviewer-in-bibliometric-and-science-mapping-studies-trends-current-state-and-future-directions.pdf,1,2025,Omer,China,"Evaluating the Use of VOSviewer in Bibliometric and Science-Mapping Studies: Trends, Current State and Future Directions",RS,Revision sistematica,VOSviewer (revision de metodo),metodo bibliometrico,general,C,C - Metodo/Contexto,VOSviewer; Bibliometric analysis; Science mapping; Citation networks; Keyword co-occurrence; Software integration; Methodological challenges; Bib,10.30967/IJCRSET/Altyeb-Ali-Abaker-Omer/208,"Over the last fifteen years, bibliometric and science-mapping methodologies have proliferated globally, with VOSviewer emerging as a prominent visualisation tool. Nonetheless, a thorough longitudinal evaluation of VOSviewer's application and interpretation in empirical studies remains absent. This study addresses this gap through a thematic and meta-bibliometric assessment of 10,333 VOSviewer-based publications indexed in Scopus between 2010 and 2024. Using a mixed-methods design, the analysis investigates publication growth, geographical and disciplinary diffusion, conceptual structures, methodological techniques, software interoperability with complementary tools (Bibliometrix, CiteSpace, Gephi, CitNetExplorer) and commonly reported methodological challenges. A stratified qualitative content analysis of 30 representative studies provides deeper insight into analytical preferences, patterns of tool integration and emerging standards of practice. The findings reveal exponential global adoption of VOSviewer, along with a stable methodological core centred on citation and keyword co-occurrence analysis, accompanied by a growing reliance on multi-tool workflows that enhance temporal intelligence, reproducibility and statistical depth. Five conceptual clusters illustrate a dual trajectory: consolidation of foundational bibliometric methods alongside diversification into technologically intensive domains such as artificial intelligence, Industry 4.0/5.0, smart cities and pandemicr"
186,2023_Mazlan_bite-sized-learning-music-education.pdf,exploring-the-integration-of-bite-sized-learning-a-scoping-review-of-research-in-education-and-13622.pdf,1,2023,Mazlan,Malasia,Exploring the integration of bite-sized learning: A scoping review of research in education and related disciplines,SCOP,Scoping review,microaprendizaje,educacion musical,general,B,B - Relevante,"bite-sized learning, music education, pedagogue, teaching and learning approach, 21st century learning",10.30935/cedtech/13622,"This scoping review investigates the potential of bite-sized learning approach in music education. The review identified articles from Scopus and ERIC databases, revealing that bitesized learning is widely discussed in the field of ICT, mathematics, and medicine. Bite-sized learning is pedagogical and pragmatic, providing easy access, convenience, and reducing cognitive load. The study suggests that music educators can incorporate bite-sized learning by refining music content into manageable small units, utilizing flexible platforms such as TikTok, and tailoring the approach according to learner interests. Bite-sized learning can improve the quality of learning by creating an enjoyable, useful, and understandable learning session, reducing time to mastery, and improving mental health. Moreover, bite-sized learning can align with the 21st century learning traits such as personalization. This review highlights the potential of bite-sized learning in music education and recommends further research to examine its effectiveness in various instruments and related subjects. The study concludes that bite-sized learning can be recognized as a pragmatic, flexible, brevity and personalized learning approach that aligns with the needs of modern learners for the 21st century. "
187,2023_Palupi_spatial-reasoning-mathematics.pdf,"febrian,+10+evangelista.pdf",1,2023,Palupi,Indonesia,Research on spatial reasoning in mathematics education: Trend and opportunity,BIB,Analisis bibliometrico,metodo bibliometrico / PRISMA,razonamiento espacial en matematicas,general,D,D - Marginal,bibliometric; SLR; spatial reasoning; intervention,10.31629/jg.v8i2.6619,"Spatial thinking is important in learning Science, Technology, Engineering, and Mathematics. Numerous studies about spatial ability in various fields like mathematics, neuroscience and phycologist considered various factors such as gender, age, or demography. However, a few studies are still about enhancing spatial ability in the context of mediated pedagogies. This study aims to describe spatial research on mathematics education, especially related to the intervention or learning design of spatial reasoning. A bibliometric study is employed to determine the research trend of spatial reasoning, especially related to teaching practice. The review follows a structured design consisting of several stages of the PRISMA method. From 652 documents about spatial in mathematics education gathered from the Scopus data, it is reduced to 40 documents regarding spatial reasoning in mathematics education. Further, only 19 documents about intervention and practice in enhancing spatial reasoning exist. This study may benefit researchers in mathematics education by showing the development and trend of spatial reasoning research and suggesting new directions for future research. "
188,2026_Rodas-Coloma_tiktok-educational-use-south-america.pdf,feduc-11-1716735.pdf,1,2026,Rodas-Coloma,España,"Roberto Gimenez, Universidade Cidade de São Paulo, Brazil Guido Santiago Silva Alvarado, Technical University of Manabi, Ecuador",RS,Revision sistematica,TikTok / redes sociales,educacion (uso de TikTok),general,D,D - Marginal,"digital education, educational communication, EduTok, South America, TikTok",10.3389/feduc.2026.1716735,"level. Full texts were retrieved and assessed for eligibility (n = 168), of which 142 were excluded (detailed reasons provided in Supplementary Material S2: full-text exclusion table). A total of 26 studies were included in the review. Of these, 15 provided extractable quantitative data and were included in the meta-analysis. The symbol “**” denotes that those articles were deleted. • Provided suﬃcient methodological detail for data extraction. • Was a peer-reviewed empirical or theoretical article. A study was excluded if: • TikTok was only mentioned peripherally (e.g., as an example of a trend). • It focused on marketing, political communication, inﬂuencer economics, mental health, or platform usage without explicit educational relevance. • It lacked methodological transparency. • It belonged to regions outside South America without meaningful analytical relevance. • It addressed general social-media use without TikTok- speciﬁc ﬁndings. 2.1.3 Screening and selection process The initial search yielded 1,695 records. A two-stage deduplication procedure was applied: 1. Automated de-duplication using (title, DOI, and author match). 2. Manual veriﬁcation to detect variations in punctuation, accented names, and bilingual titles. This process removed 750 duplicates, leaving 945 unique studies for title–abstract screening. Two independent reviewers screened all records using a structured rubric. Inter-rater agreement reached κ = 0.82 (substantial agreement). After screening, 777 st"
189,2026_Li_21st-century-skills-vocal-pedagogy.pdf,feduc-11-1744952.pdf,1,2026,Li,Malasia,"Graham Frederick Welch, University College London, United Kingdom Fernando José Sadio-Ramos, Instituto Politécnico de Coimbra, Portugal",SCOP,Scoping review,—,pedagogia vocal (competencias del s. XXI),general,B,B - Relevante,"21st-century skills, AI-assisted learning, cultural literacy, music education, reflective teaching, scoping review, vocal pedagogy",10.3389/feduc.2026.1744952,"screening and full-text review. Inclusion criteria were (i) focus on vocal or singing education, (ii) explicit discussion of 21st-century skills, and (iii) publication in peer-reviewed English sources. Conference abstracts, reviews, and editorials were excluded. Tables 2, 3 summarize the inclusion and exclusion criteria applied to each database. After screening, nine studies were included (Scopus = 3; EBSCOhost = 6). To ensure transparency, the identification, screening, eligibility, and inclusion process is illustrated in Figure 1, a flow diagram adapted from the PRISMA model (Moher et al., 2015) to enhance clarity in reporting, consistent with current recommendations for transparent scoping review procedures (Miller and Colquhoun, 2020). Stage 4: charting the data Data extraction used a structured charting matrix that included author/year, publication type, study purpose, conceptualization of 21st-century skills, pedagogical approach, educational context, challenges, and key findings. This ensured comparability and reproducibility. The charting framework is shown in Table 4. Extraction was conducted manually and refined iteratively, following JBI principles of transparency and consistency (Hadie, 2024; Brodie et al., 2023). TABLE 1 Search strings. Stage 1: determining the research question The guiding question was: What does the existing literature reveal about the integration of 21st-century skills in vocal music education and pedagogy? Following the PCC framework recommen"
190,2026_AlAmri_gamification-teacher-training.pdf,feduc-11-1819092.pdf,1,2026,AlAmri,Malasia,"Noble Lo, Lancaster University, United Kingdom",RS,Revision sistematica,gamificacion,formacion docente,docentes,C,C - Metodo/Contexto,"gamiﬁcation, professional development, professional training, teacher learning, teachers, vocational training",10.3389/feduc.2026.1819092,"] OR “gamiﬁed”[Title/Abstract]) AND (“teacher”[Title/Abstract] OR “educator”[Title/Abstract]) AND (“professional development”[Title/Abstract] OR “professional training”[Title/Abstract] OR “teacher training”[Title/Abstract]) “gamiﬁcation” OR “gamiﬁed” OR “gamify” AND (“teacher” OR “educator”) AND (“professional development” OR “professional training” OR “teacher training” OR “vocational training”) In total, 373 reports were excluded during the eligibility assessment for the following reasons: targeting student populations rather than teachers (n = 200), non-teacher professional development contexts such as university courses (n = 90), studies published prior to 2019 (n = 42), and keyword discrepancies unrelated to gamiﬁcation in teacher training (n = 41). This rigorous screening process resulted in a ﬁnal total of 27 studies (see Figure 1). TABLE 2 Inclusion & exclusion criteria. Criteria timeline Document type language scopes Inclusion Exclusion 2019–2025 Articles, theses & dissertation Before 2019 Article review, chapters in book, book series, book, metaanalysis, systematic review, literature review, & metasynthesis English Non- English Gamiﬁcation, Professional Training, Teachers, Teacher learning, Professional Development, professional learning, vocational training. Serious game, students & nonteachers assessment was conducted independently by the primary researcher and veriﬁed by a peer reviewer, with disagreements resolved through discussion. As presented in Table 3, the"
191,2026_Lu_music-anxiety-adolescents.pdf,fpsyg-17-1822041.pdf,1,2026,Lu,China,"Birgit Arabin, Clara Angela Foundation, Germany Fiona Lynn, Queen's University Belfast, United Kingdom",RS,Revision sistematica,—,musica y ansiedad,adolescentes,C,C - Metodo/Contexto,"adolescents, anxiety, emotion regulation, music interventions, psychology, systematic review",10.3389/fpsyg.2026.1822041,", and keyword fields using the “TITLEABS-KEY” tag. In APA PsycINFO, terms were searched across all fields using the “Any Field” parameter to ensure broad coverage. In CNKI, the search was adapted to Chinese-language indexing conventions while retaining the conceptual consistency of the original terms. In addition to database searching, reference lists of relevant reviews and included studies were manually screened, and Google Scholar was consulted to capture potential grey literature. The first 200 records sorted by relevance were screened, in line TABLE 1 Search terms in the database. Search terms Intervention Outcome Population “music intervention” OR “music therapy” OR “music listening” OR “background music” OR “music exposure” “anxiety” OR “stress” OR “nervousness” OR “emotional distress” OR “anxiety disorders” OR “psychological distress” OR “emotional state” “adolescents” OR “teenagers” OR “youth” OR “young people” OR “secondary school students” with common systematic review practice. These steps ensured broader coverage and minimized the risk of publication bias. Table 2 presents the comprehensive search strategy for all databases. 2.3 Eligibility criteria In this review, the PICOS framework was applied to guide the selection of eligible studies. Adolescence was defined according to the World Health Organization as individuals aged 10–19 years. PICOS represents five elements: (1) Population, (2) Intervention, (3) Comparison, (4) Outcome, and (5) Study design. These comp"
192,2026_Fante_educational-neuroscience-scoping.pdf,fpsyg-17-1853717.pdf,1,2026,Fante,Italia,"Roisin Perry, University of West London, United Kingdom Astrid Bowen, University of York, United Kingdom",SCOP,Scoping review,neurociencia educativa,educacion general,general,C,C - Metodo/Contexto,"co-design, educational neuroscience, knowledge translation, neuroscience-informed teaching, researcher-educator collaboration, school-based implementation, scoping review, trans",10.3389/fpsyg.2026.1853717,"level were not prematurely removed. A calibration exercise was conducted in which both reviewers independently screened 43 records (approximately 10% of the deduplicated corpus), yielding Cohen’s κ = 0.807 (95% CI: 0.551–1.000), exceeding the pre-specified threshold of ≥0.80 and superseding preliminary estimates in the registered protocol. Disagreements clustered around three patterns: divergent interpretations of the concept criterion; uncertainty about teacher participant studies where schoolbased implementation was implied but not directly measured; and difficulty distinguishing empirically grounded model development from purely theoretical papers. All discrepancies were resolved through structured discussion, and screener instructions were revised to provide explicit decision rules for each case. The remaining 394 records were divided equally between the two reviewers. Records that clearly met the exclusion criteria were screened by a single reviewer and were not systematically cross-checked by the second reviewer. This represents a deviation from the JBI recommendation that all records undergo independent dual screening (Peters et al., 2020), a decision made on practical grounds given the size of the corpus and available resources. The associated risk of bias was mitigated by the high calibration agreement, the explicit decision rules incorporated into the screener instructions, and the conservative advancement policy whereby records of uncertain eligibility were advance"
193,2026_Wang_AI-decision-processes-music-teachers.pdf,fpsyg-17-1866711.pdf,1,2026,Wang,China,"Chamil Arkhasa Nikko Mazlan, Sultan Idris University of Education, Malaysia Armando Sanchez-Macías, Autonomous University of San Luis Potosí, Mexico",RS,Revision sistematica,inteligencia artificial,toma de decisiones docentes (caso: profesores de musica),docentes de musica,B,B - Relevante,"AI adoption, artificial intelligence, cognitive appraisal, human–AI collaboration, music teachers, professional identity, professional judgment, psychological mechanisms",10.3389/fpsyg.2026.1866711,", reports assessed for full-text eligibility, and studies finally included in the review. 4.1 Literature search strategy and process The systematic search was completed on April 10, 2026, across five databases or database platforms, including Scopus, Web of Science Core Collection, ERIC, and APA PsycArticles/PsycINFO and RILM via the EBSCO platform. The search strategy was constructed around three conceptual blocks: (1) the music education domain; (2) teachers, educators, or pedagogical actors; and (3) artificial intelligence and related tools. The search syntax was adjusted according to the indexing rules of different databases. For example, Scopus used the TITLE-ABS-KEY field, Web of Science used the Topic field, and APA PsycArticles/PsycINFO and RILM used title, abstract, subject terms, or keyword fields according to the EBSCO platform rules. No additional restrictions were applied in ERIC. The complete database-specific search strategies are provided in Supplementary Table 1. The publication year was limited to 2023 onwards. This time frame was selected because generative AI, represented by ChatGPT, rapidly entered educational and professional practice contexts after late 2022, making the influence of AI on music teachers’ pedagogical judgment, professional identity, and human–AI boundaries a new research issue. Therefore, records published before 2023 were removed before screening. The screening process consisted of four stages. First, at the identification stage, 2,037 "
194,2026_Zhu_flipped-music-education-framework.pdf,fpsyg-17-1892285.pdf,1,2026,Zhu,China,"Anca Simion, Universitatea Babes-Bolyai, Romania Aleksi Ojala, University of Helsinki, Finland",RS,Revision sistematica,aula invertida,educacion musical (aula invertida),general,B,B - Relevante,"collaborative learning, emotional regulation, ﬂipped music education, learning engagement, self-directed learning, student wellbeing",10.3389/fpsyg.2026.1892285,"concepts and connecting theoretical knowledge with practical application. Although ﬂipped learning has shown positive educational effects, existing evidence remains fragmented and primarily emphasizes instructional implementation rather than the mechanisms underlying broader developmental outcomes. This study therefore synthesizes current evidence concerning how ﬂipped music education inﬂuences student engagement, learning experiences, and wellbeing while proposing an integrated conceptual framework. A systematic literature review following the PRISMA 2020 guidelines was conducted using Scopus, Web of Science, and ERIC databases. Following a multi-stage screening process, 12 peer-reviewed studies published between 2015 and 2025 were included in the ﬁnal synthesis. The ﬁndings indicate that instructional design, collaborative participation, teacher support, assessment practices, and self-regulated learning collectively contribute to cognitive engagement, conceptual understanding, motivation, social connectedness, and wellbeing-related outcomes. Based on these ﬁndings, the study proposes a conceptual framework explaining how instructional and contextual factors indirectly inﬂuence student development through engagement, collaboration, and reﬂective learning processes. The review contributes to current scholarship by advancing a mechanism-oriented understanding of ﬂipped music education and providing practical implications for developing more engaging and supportive music learni"
195,2026_Yin_breakdance-competition-bibliometric.pdf,fspor-8-1901612.pdf,1,2026,Yin,China,"Konstantinos Koronios, University of Peloponnese, Greece",BIB,Analisis bibliometrico,metodo bibliometrico,competicion de breakdance,general,D,D - Marginal,", as well as the development process and development trends. The results showed that the research field of the Breaking competition system is developing vigorously. The findings are as follows: (1) The United States leads the world by a large margin ",10.3389/fspor.2026.1901612,", author(s), keyword fields, and reference list (3) Remove retracted literature (4) Remove literature published without a rigorous double-blind peer review process, such as conference papers, editorials, or brief introductions research questions of this review. A comprehensive literature search was conducted in both the WoSCC and Scopus databases. After manually removing irrelevant records, a total of 150 valid publications from WoSCC and 199 valid publications from Scopus were obtained. The literature search was conducted on 13 February 2026. Therefore, only publications indexed in WoSCC and Scopus on or before that date were included. To ensure data completeness, the full records from WoSCC, including citation information, were exported in plain text format, while the full citation records from Scopus were exported in CSV format. WoSCC and Scopus were selected because they are the two most commonly used comprehensive, multidisciplinary databases in bibliometric research. Previous methodological studies have shown that combining WoSCC and Scopus provides broad coverage of peer-reviewed literature while minimizing database-specific biases. Other databases such as PubMed or Embase focus primarily on biomedical literature and have significant overlap with WoSCC and Scopus; Google Scholar, on the other hand, includes non-peer-reviewed sources, which may compromise the consistency of data in bibliometric analyses. The detailed search and screening procedures are presented in Tabl"
196,2025_Achmadi_learning-evaluation-sdg4-bibliometric.pdf,ijsdp_20.09_07.pdf,1,2025,Achmadi,Indonesia,Mapping Global Trends and Emerging Themes in Learning Evaluation for Quality Education (SDG 4): A Bibliometric Analysis,BIB,Analisis bibliometrico,VOSviewer,evaluacion del aprendizaje (ODS 4),general,D,D - Marginal,"bibliometric analysis, learning evaluation, Sustainable Development goals (SDGs), VOSviewer",10.18280/ijsdp.200907,Received: 28 August 2025 Revised: 23 September 2025 Accepted: 25 September 2025 Available online: 30 September 2025 
